customer_id,customer_name,region,country,customer_type,segment,customer_value,clv_historical,revenue,purchase_frequency,avg_order_value,recency_days,last_purchase,signup_date,churn_probability,predicted_churn,favorite_category,recommended_product,recommendation_score,top_purchase_channel,total_sessions,avg_csat,total_tickets,RFM_score,RFM_total,email_opt_in,churn_risk_band,value_tier
C100010,John Garcia,North America,Mexico,Individual,Champions,763.96,1973.83,1973.83,10.0,131.58866666666668,14.0,2026-07-29,2021-09-14,0.0058,0,Sports & Outdoors,Office Chair,0.7061,Online,25.0,2.358172549549956,0.0,111.0,3.0,0,Low Risk,Gold
C100011,Ethan Moore,Latin America,Chile,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,821.0,,2024-05-13,0.994,1,,Yoga Mat,0.0066,Marketplace,10.0,1.0,1.0,,3.0,1,High Risk,Bronze
C100012,Sofia White,Middle East,Qatar,Small Business,Champions,1275.96,317.47,317.47,3.0,105.82333333333334,5.0,2026-08-07,2025-11-26,0.0084,0,Home & Kitchen,Espresso Machine,0.8716,In-Store,8.0,2.358172549549956,0.0,134.0,8.0,1,Low Risk,Platinum
C100013,Patricia Robinson,North America,Canada,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,76.0,,2026-05-28,0.0124,0,,Yoga Mat,0.0066,B2B Direct,14.0,2.358172549549956,0.0,,3.0,1,Low Risk,Bronze
C100014,Sofia Jackson,North America,USA,Individual,New / Occasional,569.61,1593.9,1593.9,7.0,159.39,34.0,2026-07-09,2021-01-11,0.0243,0,Furniture,Standing Desk,0.7875,Online,10.0,1.0,1.0,212.0,5.0,1,Low Risk,Gold
C100015,James Ramirez,North America,Mexico,Individual,Champions,1596.48,2532.84,2532.84,10.0,168.85600000000002,5.0,2026-08-07,2023-08-07,0.0109,0,Home & Kitchen,Kids Building Blocks,0.7214,Online,24.0,2.358172549549956,0.0,111.0,3.0,1,Low Risk,Platinum
C100016,Thomas Thompson,North America,USA,Individual,New / Occasional,194.95,794.96,794.96,2.0,198.74,297.0,2025-10-19,2021-01-08,0.9785,1,Electronics,Smart Watch,0.7851,Online,6.0,2.358172549549956,0.0,543.0,12.0,0,High Risk,Silver
C100017,Ananya White,Europe,Italy,Individual,Regular Customers,1660.69,1494.92,1494.92,5.0,213.56,134.0,2026-03-31,2024-12-03,0.1822,0,Electronics,Board Game Set,0.7294,Online,29.0,2.358172549549956,0.0,422.0,8.0,0,Low Risk,Platinum
C100018,Wei Clark,Europe,Germany,Individual,Loyal High-Value,364.86,704.96,704.96,3.0,176.24,569.0,2025-01-20,2023-07-25,0.0489,0,Electronics,Smart Watch,0.8444,In-Store,26.0,4.0,1.0,533.0,11.0,1,Low Risk,Silver
C100019,John Gonzalez,North America,Mexico,Individual,Regular Customers,273.85,839.93,839.9300000000001,4.0,139.98833333333334,339.0,2025-09-07,2021-02-01,0.967,1,Apparel,Office Chair,0.7343,Online,17.0,2.358172549549956,0.0,533.0,11.0,1,High Risk,Silver
C100020,Liam Hernandez,APAC,Singapore,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,42.0,,2026-07-01,0.012,0,,Yoga Mat,0.0066,B2B Direct,10.0,2.0,1.0,,3.0,1,Low Risk,Bronze
C100021,Ethan Anderson,North America,USA,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,1510.0,,2022-06-24,0.9941,1,,Yoga Mat,0.0066,Online,1.0,2.5,2.0,,3.0,1,High Risk,Bronze
C100022,David Robinson,North America,Canada,Individual,Regular Customers,1242.55,551.47,551.47,2.0,183.82333333333327,27.0,2026-07-16,2025-10-08,0.0079,0,Furniture,Skincare Set,0.0066,B2B Direct,14.0,2.358172549549956,0.0,144.0,9.0,0,Low Risk,Platinum
C100023,Karen Garcia,Europe,Germany,Small Business,Regular Customers,483.36,494.95,494.95,5.0,98.99,123.0,2026-04-11,2023-10-02,0.1311,0,Electronics,Skincare Set,0.7443,Online,16.0,1.0,2.0,324.0,9.0,1,Low Risk,Gold
C100024,Susan Harris,Europe,UK,Individual,Regular Customers,842.21,1729.91,1729.91,7.0,192.21222222222224,107.0,2026-04-27,2022-01-22,0.0172,0,Electronics,4K Smart TV 55in,0.8065,In-Store,12.0,1.8333333333333333,6.0,312.0,6.0,0,Low Risk,Gold
C100025,Karen Walker,APAC,South Korea,Enterprise,New / Occasional,362.37,480.46,480.46,2.0,160.15333333333334,243.0,2025-12-12,2024-06-05,0.9567,1,Furniture,Standing Desk,0.9108,Online,13.0,2.358172549549956,0.0,544.0,13.0,1,High Risk,Silver
C100026,Omar Hernandez,North America,USA,Individual,New / Occasional,907.54,1843.91,1843.91,6.0,204.8788888888889,25.0,2026-07-18,2022-10-02,0.0109,0,Electronics,Smart Watch,0.704,Online,5.0,2.358172549549956,0.0,121.0,4.0,1,Low Risk,Platinum
C100027,Patricia Brown,Europe,Germany,Small Business,New / Occasional,1274.73,349.99,349.99,1.0,349.99,67.0,2026-06-06,2025-11-26,0.0123,0,Furniture,Office Chair,0.698,Online,3.0,2.358172549549956,0.0,254.0,11.0,1,Low Risk,Platinum
C100028,Ava Anderson,Europe,France,Individual,New / Occasional,996.16,579.98,579.98,2.0,289.99,132.0,2026-04-02,2025-02-07,0.4644,0,Electronics,Smart Watch,0.8237,Online,8.0,2.358172549549956,0.0,444.0,12.0,1,Medium Risk,Platinum
C100029,Karen White,North America,Canada,Individual,Regular Customers,2354.94,1089.95,1089.95,3.0,272.4875,114.0,2026-04-20,2025-10-14,0.0035,0,Electronics,Smart Watch,0.7927,Online,22.0,3.0,1.0,333.0,9.0,1,Low Risk,Platinum
C100030,William Wilson,APAC,Japan,Small Business,Champions,2109.92,1167.91,1167.91,4.0,166.84428571428572,105.0,2026-04-29,2025-11-10,0.0165,0,Home & Kitchen,Perfume,0.7649,In-Store,13.0,2.0,1.0,332.0,8.0,0,Low Risk,Platinum
C100031,Michael White,North America,USA,Small Business,New / Occasional,60.89,184.97,184.97,2.0,61.65666666666666,529.0,2025-03-01,2021-07-26,0.8799,1,Apparel,Skincare Set,0.8045,B2B Direct,4.0,2.358172549549956,0.0,545.0,14.0,0,High Risk,Bronze
C100032,Elena Thompson,North America,Mexico,Individual,Champions,1071.59,1311.89,1311.89,5.0,145.76555555555558,12.0,2026-07-31,2024-09-03,0.0081,0,Electronics,4K Smart TV 55in,0.7732,Online,7.0,3.0,1.0,122.0,5.0,0,Low Risk,Platinum
C100033,Linda Jones,Latin America,Chile,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,231.0,,2025-12-24,0.9788,1,,Yoga Mat,0.0066,In-Store,25.0,2.0,3.0,,3.0,1,High Risk,Bronze
C100034,Fatima Sanchez,Latin America,Argentina,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,269.0,,2025-11-16,0.2398,0,,Yoga Mat,0.0066,Online,8.0,3.0,1.0,,3.0,1,Low Risk,Bronze
C100035,Joseph Robinson,Middle East,Qatar,Small Business,Regular Customers,661.14,1428.91,1428.91,5.0,204.13,298.0,2025-10-18,2022-07-11,0.9463,1,Electronics,Smart Watch,0.6966,Online,13.0,2.0,1.0,522.0,9.0,0,High Risk,Gold
C100036,James Williams,North America,Canada,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,409.0,,2025-06-29,0.994,1,,Yoga Mat,0.0066,In-Store,14.0,1.0,1.0,,3.0,1,High Risk,Bronze
C100037,Elizabeth Moore,North America,Canada,Individual,Loyal High-Value,538.19,879.96,879.96,4.0,219.99,63.0,2026-06-10,2021-12-14,0.0067,0,Electronics,Standing Desk,0.8052,Online,2.0,4.0,1.0,233.0,8.0,1,Low Risk,Gold
C100038,Carlos Perez,APAC,Australia,Individual,Regular Customers,266.87,404.95,404.95,4.0,80.99,118.0,2026-04-16,2023-03-04,0.1852,0,Apparel,Denim Jeans,0.8232,Marketplace,14.0,2.358172549549956,0.0,334.0,10.0,1,Low Risk,Silver
C100039,Joseph Ramirez,Europe,Netherlands,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,1816.0,,2021-08-22,0.9722,1,,Yoga Mat,0.0066,Online,3.0,3.0,2.0,,3.0,1,High Risk,Bronze
C100040,Ananya Robinson,North America,Mexico,Small Business,New / Occasional,246.25,154.98,154.98,1.0,77.49,34.0,2026-07-09,2025-09-21,0.0059,0,Home & Kitchen,Winter Jacket,0.7878,Online,6.0,2.358172549549956,0.0,255.0,12.0,1,Low Risk,Silver
C100041,Wei Johnson,Europe,Netherlands,Individual,New / Occasional,159.0,149.99,149.99,1.0,149.99,10.0,2026-08-02,2023-12-04,0.0133,0,Home & Kitchen,Espresso Machine,0.9034,Online,5.0,1.3333333333333333,3.0,155.0,11.0,0,Low Risk,Silver
C100042,Carlos Rodriguez,North America,Canada,Individual,Loyal High-Value,1211.62,1518.95,1518.95,4.0,303.79,22.0,2026-07-21,2023-10-03,0.0043,0,Sports & Outdoors,Board Game Set,0.7681,Online,12.0,3.0,1.0,132.0,6.0,0,Low Risk,Platinum
C100043,Elizabeth Smith,Latin America,Brazil,Individual,Regular Customers,284.44,599.97,599.97,2.0,199.99,331.0,2025-09-15,2023-01-07,0.1256,0,Furniture,Perfume,0.8213,B2B Direct,16.0,3.0,1.0,544.0,13.0,1,Low Risk,Silver
C100044,Fatima Lee,North America,Canada,Individual,Regular Customers,253.64,269.97,269.97,3.0,89.99000000000001,14.0,2026-07-29,2023-07-31,0.0241,0,Apparel,Denim Jeans,0.8514,Online,15.0,2.0,2.0,135.0,9.0,1,Low Risk,Silver
C100045,Jessica Ramirez,APAC,Japan,Individual,New / Occasional,597.87,676.96,676.96,3.0,169.24,73.0,2026-05-31,2024-03-11,0.0367,0,Electronics,Smart Watch,0.8414,Online,9.0,2.358172549549956,0.0,333.0,9.0,0,Low Risk,Gold
C100046,John Young,North America,USA,Individual,Regular Customers,150.12,59.99,59.99,1.0,59.99,93.0,2026-05-11,2025-07-30,0.0033,0,Beauty,Perfume,0.9279,B2B Direct,16.0,3.0,1.0,355.0,13.0,1,Low Risk,Bronze
C100047,Layla Garcia,Europe,Germany,Enterprise,Champions,932.35,3524.77,3524.77,10.0,167.8461904761905,98.0,2026-05-06,2021-06-25,0.0066,0,Sports & Outdoors,Bluetooth Speaker,0.6441,Online,7.0,3.0,2.0,311.0,5.0,1,Low Risk,Platinum
C100048,Liam Thompson,Europe,France,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,372.0,,2025-08-05,0.9929,1,,Yoga Mat,0.0066,Marketplace,16.0,2.0,1.0,,3.0,0,High Risk,Bronze
C100049,Yuki Garcia,North America,Canada,Individual,Loyal High-Value,562.54,1112.39,1112.39,7.0,123.5988888888889,3.0,2026-08-09,2022-03-25,0.0038,0,Home & Kitchen,Espresso Machine,0.7451,Online,19.0,5.0,1.0,113.0,5.0,0,Low Risk,Gold
C100050,Lucas Perez,Latin America,Chile,Individual,Champions,986.7,2303.32,2303.32,9.0,153.5546666666667,44.0,2026-06-29,2022-08-15,0.0072,0,Home & Kitchen,Wireless Earbuds Pro,0.667,Online,5.0,2.358172549549956,0.0,211.0,4.0,1,Low Risk,Platinum
C100051,Omar Walker,APAC,Singapore,Individual,Champions,1672.85,4522.54,4522.54,12.0,266.0317647058823,196.0,2026-01-28,2021-03-23,0.2372,0,Electronics,Board Game Set,0.7704,Online,15.0,3.0,1.0,411.0,6.0,1,Low Risk,Platinum
C100052,Mary Jackson,Latin America,Brazil,Enterprise,New / Occasional,290.49,1246.92,1246.92,3.0,178.1314285714286,121.0,2026-04-13,2021-05-15,0.066,0,Electronics,Smart Watch,0.749,Online,8.0,2.6666666666666665,3.0,332.0,8.0,1,Low Risk,Silver
C100053,Noah Davis,Middle East,Qatar,Individual,Regular Customers,1208.61,1254.93,1254.93,2.0,209.155,107.0,2026-04-27,2025-10-09,0.2101,0,Home & Kitchen,Board Game Set,0.7715,Online,15.0,2.358172549549956,0.0,342.0,9.0,1,Low Risk,Platinum
C100054,Elena Davis,Europe,Spain,Individual,Loyal High-Value,636.67,1220.9,1220.9,6.0,122.09,108.0,2026-04-26,2023-05-06,0.0137,0,Electronics,Smart Watch,0.7434,Online,26.0,4.0,1.0,322.0,7.0,1,Low Risk,Gold
C100055,Lucas Martin,Latin America,Argentina,Individual,New / Occasional,707.27,919.97,919.97,2.0,306.6566666666667,156.0,2026-03-09,2024-04-15,0.143,0,Electronics,Smart Watch,0.7286,In-Store,5.0,3.0,1.0,443.0,11.0,1,Low Risk,Gold
C100056,Charles White,North America,USA,Individual,Regular Customers,468.41,605.92,605.9200000000001,3.0,100.98666666666668,104.0,2026-04-30,2024-11-07,0.0244,0,Apparel,Denim Jeans,0.7381,Online,15.0,2.358172549549956,0.0,334.0,10.0,1,Low Risk,Silver
C100057,Mia Gonzalez,North America,Canada,Individual,Champions,1333.2,1754.93,1754.93,4.0,250.70428571428573,2.0,2026-08-10,2024-06-20,0.0134,0,Electronics,Smart Watch,0.691,Marketplace,15.0,2.0,1.0,132.0,6.0,1,Low Risk,Platinum
C100058,Sarah Miller,North America,Canada,Small Business,New / Occasional,967.17,519.98,519.98,2.0,259.99,180.0,2026-02-13,2025-05-10,0.3254,0,Sports & Outdoors,Perfume,0.797,In-Store,9.0,2.358172549549956,0.0,444.0,12.0,0,Low Risk,Platinum
C100059,Robert Davis,North America,USA,Individual,Loyal High-Value,68.38,59.99,59.99,1.0,59.99,121.0,2026-04-13,2024-03-10,0.0051,0,Beauty,Perfume,0.9279,B2B Direct,21.0,4.0,1.0,355.0,13.0,1,Low Risk,Bronze
C100060,Michael Clark,Europe,Netherlands,Individual,Regular Customers,451.75,379.98,379.98,1.0,379.98,382.0,2025-07-26,2025-01-20,0.9717,1,Furniture,Standing Desk,0.9704,Marketplace,20.0,2.358172549549956,0.0,554.0,14.0,0,High Risk,Silver
C100061,Fatima Williams,North America,USA,Individual,New / Occasional,381.01,1039.95,1039.95,3.0,207.99,281.0,2025-11-04,2022-03-16,0.806,1,Sports & Outdoors,Office Chair,0.7473,Online,7.0,2.0,1.0,533.0,11.0,1,High Risk,Silver
C100062,Mia Taylor,Middle East,Saudi Arabia,Individual,Loyal High-Value,470.56,876.96,876.96,2.0,219.24,7.0,2026-08-05,2023-12-16,0.0024,0,Sports & Outdoors,Office Chair,0.7308,Online,14.0,4.0,1.0,143.0,8.0,1,Low Risk,Silver
C100063,James Jones,Europe,Italy,Individual,Regular Customers,1483.68,1950.4,1950.4,3.0,278.62857142857143,169.0,2026-02-24,2025-03-31,0.0926,0,Electronics,Smart Watch,0.7554,Online,15.0,2.358172549549956,0.0,431.0,8.0,1,Low Risk,Platinum
C100064,Michael Rodriguez,North America,Mexico,Small Business,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,1353.0,,2022-11-28,0.9902,1,,Yoga Mat,0.0066,Online,12.0,2.358172549549956,0.0,,3.0,1,High Risk,Bronze
C100065,Wei Garcia,Europe,UK,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,200.0,,2026-01-24,0.0982,0,,Yoga Mat,0.0066,In-Store,14.0,5.0,1.0,,3.0,1,Low Risk,Bronze
C100066,Robert Davis,North America,USA,Individual,New / Occasional,499.06,1172.9,1172.9,6.0,130.32222222222222,61.0,2026-06-12,2022-02-23,0.007,0,Sports & Outdoors,4K Smart TV 55in,0.6665,Online,5.0,2.358172549549956,0.0,222.0,6.0,1,Low Risk,Gold
C100067,Charles Sanchez,Middle East,Saudi Arabia,Individual,Champions,2132.61,6346.63,6346.63,19.0,211.5543333333333,25.0,2026-07-18,2021-03-29,0.0019,0,Furniture,Denim Jeans,0.7901,Online,23.0,3.5,2.0,111.0,3.0,1,Low Risk,Platinum
C100068,Diego Martin,North America,Canada,Small Business,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,417.0,,2025-06-21,0.9947,1,,Yoga Mat,0.0066,Online,5.0,2.358172549549956,0.0,,3.0,1,High Risk,Bronze
C100069,David Sanchez,Latin America,Argentina,Individual,Regular Customers,708.84,1491.93,1491.93,5.0,213.13285714285715,365.0,2025-08-12,2022-10-18,0.9455,1,Furniture,Office Chair,0.6992,Online,13.0,2.358172549549956,0.0,522.0,9.0,1,High Risk,Gold
C100070,Sofia Williams,APAC,South Korea,Small Business,Champions,654.57,1066.88,1066.88,6.0,106.68800000000002,34.0,2026-07-09,2023-10-29,0.0357,0,Apparel,Board Game Set,0.8015,Online,15.0,2.0,2.0,223.0,7.0,1,Low Risk,Gold
C100071,Sofia Harris,North America,Mexico,Individual,Regular Customers,1238.71,979.94,979.94,4.0,163.32333333333335,48.0,2026-06-25,2025-02-09,0.0136,0,Electronics,Smart Watch,0.7274,Online,15.0,2.0,1.0,233.0,8.0,0,Low Risk,Platinum
C100072,Richard Anderson,North America,Mexico,Small Business,Regular Customers,329.53,669.96,669.96,4.0,167.49,548.0,2025-02-10,2021-08-03,0.8799,1,Electronics,Smart Watch,0.8208,Online,17.0,1.5,4.0,533.0,11.0,0,High Risk,Silver
C100073,Omar Hernandez,Middle East,Qatar,Individual,New / Occasional,136.99,49.99,49.99,1.0,49.99,91.0,2026-05-13,2025-09-05,0.0166,0,Electronics,Wireless Earbuds Pro,0.8759,Online,10.0,2.358172549549956,0.0,355.0,13.0,0,Low Risk,Bronze
C100074,Chen Young,APAC,India,Individual,Champions,1354.75,504.96,504.96,3.0,126.24,3.0,2026-08-09,2025-10-25,0.0007,0,Home & Kitchen,Skincare Set,0.7581,Online,3.0,3.0,1.0,134.0,8.0,1,Low Risk,Platinum
C100075,Yuki Young,APAC,Australia,Individual,New / Occasional,159.81,255.97,255.97000000000003,3.0,85.32333333333334,373.0,2025-08-04,2022-07-06,0.8259,1,Apparel,Running Shoes,0.7806,Online,5.0,2.0,1.0,535.0,13.0,1,High Risk,Silver
C100076,Ava Garcia,APAC,India,Individual,New / Occasional,433.44,234.98,234.98,2.0,117.49,102.0,2026-05-02,2025-03-01,0.0954,0,Electronics,Kids Building Blocks,0.8662,B2B Direct,9.0,2.0,3.0,345.0,12.0,0,Low Risk,Silver
C100077,Robert Johnson,North America,Canada,Individual,Loyal High-Value,516.74,199.99,199.99,1.0,199.99,131.0,2026-04-03,2025-09-14,0.0088,0,Electronics,4K Smart TV 55in,0.9296,Online,11.0,4.0,1.0,455.0,14.0,1,Low Risk,Gold
C100078,William Thompson,Europe,UK,Individual,New / Occasional,75.78,289.98,289.98,1.0,144.99,689.0,2024-09-22,2022-05-18,0.9729,1,Home & Kitchen,Cookware Set,0.8881,Online,1.0,1.0,1.0,554.0,14.0,0,High Risk,Bronze
C100079,Diego Lewis,North America,Mexico,Individual,Regular Customers,767.84,179.98,179.98000000000002,2.0,89.99000000000001,12.0,2026-07-31,2025-12-11,0.0042,0,Apparel,Running Shoes,0.8612,Online,18.0,1.6666666666666667,3.0,145.0,10.0,0,Low Risk,Gold
C100080,Layla Miller,Middle East,UAE,Individual,New / Occasional,299.65,644.97,644.97,2.0,214.99,324.0,2025-09-22,2022-11-30,0.9426,1,Electronics,Smart Watch,0.8578,Online,5.0,1.5,4.0,544.0,13.0,0,High Risk,Silver
C100081,Noah Robinson,APAC,Australia,Enterprise,New / Occasional,651.67,1129.97,1129.97,2.0,564.985,148.0,2026-03-17,2021-09-02,0.563,1,Electronics,Smart Watch,0.658,Marketplace,6.0,2.358172549549956,0.0,443.0,11.0,0,Medium Risk,Gold
C100082,Robert Thomas,North America,Canada,Individual,Regular Customers,710.62,784.93,784.9300000000001,3.0,130.8216666666667,91.0,2026-05-13,2025-02-10,0.0273,0,Furniture,Denim Jeans,0.6722,In-Store,15.0,2.0,2.0,333.0,9.0,0,Low Risk,Gold
C100083,John Smith,North America,USA,Small Business,Loyal High-Value,738.81,1729.92,1729.92,5.0,247.1314285714286,15.0,2026-07-28,2021-11-05,0.0033,0,Sports & Outdoors,4K Smart TV 55in,0.8436,Online,6.0,3.0,3.0,122.0,5.0,1,Low Risk,Gold
C100084,Elena Gonzalez,North America,USA,Individual,New / Occasional,152.59,386.96,386.96,3.0,96.74,392.0,2025-07-16,2021-08-19,0.9085,1,Apparel,Denim Jeans,0.7703,Online,3.0,3.0,2.0,534.0,12.0,0,High Risk,Bronze
C100085,Patricia Smith,North America,Canada,Individual,Champions,480.1,415.18,415.18,5.0,59.31142857142857,24.0,2026-07-19,2024-11-07,0.0111,0,Apparel,Kids Building Blocks,0.82,In-Store,9.0,2.358172549549956,0.0,124.0,7.0,1,Low Risk,Gold
C100086,Linda Perez,APAC,Australia,Individual,Champions,695.61,1829.12,1829.12,9.0,140.70153846153846,0.0,2026-08-12,2021-06-04,0.0085,0,Furniture,Standing Desk,0.79,In-Store,11.0,2.358172549549956,0.0,112.0,4.0,1,Low Risk,Gold
C100087,Thomas Lewis,APAC,South Korea,Individual,Regular Customers,531.01,781.39,781.39,5.0,86.82111111111111,59.0,2026-06-14,2024-04-13,0.0056,0,Apparel,Kids Building Blocks,0.7916,Online,21.0,3.0,1.0,223.0,7.0,1,Low Risk,Gold
C100088,Wei Thomas,Middle East,Saudi Arabia,Enterprise,Champions,1900.16,2852.35,2852.3500000000004,10.0,219.4115384615385,13.0,2026-07-30,2023-04-28,0.0119,0,Electronics,Perfume,0.7641,Online,2.0,3.0,1.0,111.0,3.0,0,Low Risk,Platinum
C100089,Ethan Rodriguez,Europe,Netherlands,Individual,Regular Customers,742.15,1896.86,1896.86,9.0,158.0716666666667,258.0,2025-11-27,2021-04-25,0.8236,1,Electronics,Board Game Set,0.7238,Online,16.0,3.0,1.0,511.0,7.0,1,High Risk,Gold
C100090,Carlos Harris,North America,Canada,Small Business,New / Occasional,442.14,569.95,569.95,3.0,113.99,277.0,2025-11-08,2024-11-14,0.7087,1,Electronics,Standing Desk,0.7618,Online,12.0,2.358172549549956,0.0,534.0,12.0,1,High Risk,Silver
C100091,Elena Perez,APAC,South Korea,Small Business,New / Occasional,353.42,669.96,669.96,2.0,334.98,480.0,2025-04-19,2021-11-07,0.8299,1,Furniture,Standing Desk,0.9718,Online,12.0,3.0,1.0,543.0,12.0,1,High Risk,Silver
C100092,Yuki Johnson,APAC,South Korea,Individual,Regular Customers,294.96,624.95,624.95,2.0,156.2375,162.0,2026-03-03,2023-09-20,0.4092,0,Sports & Outdoors,Board Game Set,0.7905,Online,18.0,1.0,2.0,444.0,12.0,1,Medium Risk,Silver
C100093,Ethan Smith,Europe,Spain,Enterprise,Regular Customers,440.0,1462.42,1462.42,4.0,208.9171428571429,472.0,2025-04-27,2021-10-27,0.943,1,Electronics,Cookware Set,0.7002,Online,20.0,2.5,2.0,532.0,10.0,1,High Risk,Silver
C100094,Hiroshi Martinez,APAC,Japan,Individual,New / Occasional,511.11,494.93,494.93,4.0,123.7325,45.0,2026-06-28,2023-11-08,0.0443,0,Apparel,Winter Jacket,0.7311,Online,9.0,2.358172549549956,0.0,234.0,9.0,0,Low Risk,Gold
C100095,Omar White,Europe,Netherlands,Enterprise,Loyal High-Value,1298.07,3066.76,3066.76,10.0,161.40842105263158,153.0,2026-03-12,2023-02-23,0.1189,0,Furniture,Wireless Earbuds Pro,0.6749,Online,11.0,4.5,2.0,411.0,6.0,1,Low Risk,Platinum
C100096,Liam White,Europe,Spain,Individual,Loyal High-Value,715.78,1634.91,1634.91,6.0,233.55857142857144,81.0,2026-05-23,2021-01-12,0.0316,0,Sports & Outdoors,4K Smart TV 55in,0.9038,Online,6.0,4.0,1.0,322.0,7.0,1,Low Risk,Gold
C100097,Priya Martinez,Europe,Germany,Individual,New / Occasional,59.88,39.99,39.99,1.0,39.99,163.0,2026-03-02,2024-11-28,0.5725,1,Accessories,Yoga Mat,0.0068,Online,8.0,2.358172549549956,0.0,455.0,14.0,1,Medium Risk,Bronze
C100098,Fatima Martin,North America,USA,Small Business,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,213.0,,2026-01-11,0.9745,1,,Yoga Mat,0.0066,Marketplace,14.0,2.358172549549956,0.0,,3.0,0,High Risk,Bronze
C100099,Karen Lopez,North America,Canada,Individual,New / Occasional,298.83,204.98,204.98,1.0,102.49,84.0,2026-05-20,2025-09-24,0.0274,0,Apparel,Running Shoes,0.8383,Online,12.0,1.3333333333333333,3.0,355.0,13.0,1,Low Risk,Silver
C100100,Priya Thompson,North America,Canada,Individual,Champions,942.0,2093.85,2093.85,11.0,149.56071428571428,3.0,2026-08-09,2021-08-20,0.0119,0,Electronics,Espresso Machine,0.8212,Online,10.0,2.358172549549956,0.0,111.0,3.0,1,Low Risk,Platinum
C100101,Thomas Thompson,APAC,South Korea,Individual,New / Occasional,858.93,1264.93,1264.93,5.0,180.70428571428573,29.0,2026-07-14,2023-08-13,0.0161,0,Electronics,Board Game Set,0.7548,Online,11.0,2.358172549549956,0.0,222.0,6.0,1,Low Risk,Gold
