customer_id,customer_name,region,country,customer_type,segment,customer_value,clv_historical,revenue,purchase_frequency,avg_order_value,recency_days,last_purchase,signup_date,churn_probability,predicted_churn,favorite_category,recommended_product,recommendation_score,top_purchase_channel,total_sessions,avg_csat,total_tickets,RFM_score,RFM_total,email_opt_in,churn_risk_band,value_tier
C100010,Wei Brown,North America,Mexico,Individual,New / Occasional,386.88,170.99,170.99,1.0,170.99,115.0,2026-04-21,2025-07-02,0.0041,0,Furniture,Standing Desk,0.9573,Online,2.0,3.0,1.0,355.0,13.0,0,Low Risk,Silver
C100011,Sofia Lee,Latin America,Chile,Individual,Regular Customers,597.18,1129.92,1129.92,5.0,141.24,20.0,2026-07-25,2023-04-01,0.0013,0,Electronics,Espresso Machine,0.8206,In-Store,20.0,1.0,2.0,123.0,6.0,0,Low Risk,Gold
C100012,Susan Moore,Middle East,Qatar,Individual,New / Occasional,163.62,99.98,99.98,2.0,49.99,65.0,2026-06-10,2024-11-22,0.0131,0,Apparel,Kids Building Blocks,0.8712,In-Store,11.0,2.0,1.0,245.0,11.0,1,Low Risk,Silver
C100013,Lucas Jones,North America,Mexico,Individual,Regular Customers,454.35,329.97,329.97,3.0,109.99,52.0,2026-06-23,2024-07-19,0.0017,0,Home & Kitchen,Espresso Machine,0.7915,B2B Direct,16.0,2.3524457602403785,0.0,234.0,9.0,1,Low Risk,Silver
C100014,Wei Gonzalez,North America,Canada,Small Business,New / Occasional,197.68,779.94,779.94,2.0,129.99,22.0,2026-07-23,2022-11-14,0.0041,0,Apparel,Cookware Set,0.7382,In-Store,10.0,2.3524457602403785,0.0,143.0,8.0,1,Low Risk,Silver
C100015,Layla Sanchez,North America,USA,Individual,New / Occasional,46.33,109.98,109.98,1.0,54.99,469.0,2025-05-02,2024-02-14,0.9595,1,Apparel,Denim Jeans,0.8509,Online,7.0,3.0,2.0,555.0,15.0,1,High Risk,Bronze
C100016,Barbara Thomas,North America,Mexico,Enterprise,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,187.0,,2026-02-08,0.9929,1,,Yoga Mat,0.0045,In-Store,12.0,2.3524457602403785,0.0,,3.0,0,High Risk,Bronze
C100017,Carlos Hernandez,Europe,Italy,Individual,Regular Customers,400.32,254.97,254.97,2.0,84.99,21.0,2026-07-24,2025-05-29,0.0001,0,Apparel,Running Shoes,0.8383,Online,22.0,3.0,2.0,145.0,10.0,1,Low Risk,Silver
C100018,John Williams,Europe,Italy,Individual,Loyal High-Value,401.96,866.9,866.9,8.0,86.69,120.0,2026-04-16,2021-09-13,0.0076,0,Electronics,Kids Building Blocks,0.8326,Online,13.0,3.5,2.0,313.0,7.0,1,Low Risk,Silver
C100019,David Brown,North America,USA,Individual,Champions,1738.57,2108.85,2108.85,9.0,175.73749999999998,31.0,2026-07-14,2024-01-10,0.001,0,Furniture,Running Shoes,0.6445,Online,8.0,2.3524457602403785,0.0,211.0,4.0,0,Low Risk,Platinum
C100020,Mary Rodriguez,APAC,Singapore,Individual,New / Occasional,421.36,927.9,927.9,5.0,103.1,111.0,2026-04-25,2023-02-19,0.045,0,Electronics,Skincare Set,0.7803,Online,9.0,2.3524457602403785,0.0,323.0,8.0,1,Low Risk,Silver
C100021,Elena Robinson,North America,USA,Enterprise,Regular Customers,494.11,749.95,749.95,3.0,149.99,152.0,2026-03-15,2024-02-26,0.7564,1,Sports & Outdoors,Perfume,0.7656,Online,22.0,1.3333333333333333,3.0,433.0,10.0,1,High Risk,Gold
C100022,Amara Lopez,North America,Canada,Individual,New / Occasional,108.88,190.47,190.47,2.0,63.48999999999999,78.0,2026-05-28,2023-04-18,0.0278,0,Electronics,Skincare Set,0.8657,Online,5.0,1.0,1.0,345.0,12.0,1,Low Risk,Bronze
C100023,Amara Gonzalez,Europe,Germany,Small Business,Champions,588.51,899.93,899.9300000000001,5.0,128.5614285714286,10.0,2026-08-04,2023-07-04,0.0019,0,Home & Kitchen,Cookware Set,0.8074,Online,18.0,2.3524457602403785,0.0,123.0,6.0,0,Low Risk,Gold
C100024,Liam Lee,Europe,UK,Individual,Champions,1007.29,2885.06,2885.06,11.0,160.2811111111111,162.0,2026-03-05,2021-08-23,0.0889,0,Sports & Outdoors,Standing Desk,0.8307,Online,16.0,3.0,1.0,411.0,6.0,0,Low Risk,Platinum
C100025,Diego Lee,APAC,South Korea,Individual,New / Occasional,433.51,1123.66,1123.66,5.0,124.85111111111112,56.0,2026-06-19,2022-07-07,0.0092,0,Home & Kitchen,Espresso Machine,0.7522,Marketplace,7.0,1.25,4.0,223.0,7.0,0,Low Risk,Silver
C100026,Wei Clark,North America,USA,Individual,Regular Customers,343.79,926.89,926.89,6.0,102.98777777777778,65.0,2026-06-10,2021-06-30,0.0047,0,Furniture,Office Chair,0.8007,In-Store,18.0,2.0,1.0,223.0,7.0,1,Low Risk,Silver
C100027,Ananya Jones,Europe,Germany,Individual,New / Occasional,100.33,211.97,211.97,3.0,70.65666666666667,582.0,2025-01-09,2021-06-06,0.9341,1,Home & Kitchen,Bluetooth Speaker,0.7899,Online,1.0,2.5,2.0,535.0,13.0,1,High Risk,Bronze
C100028,Barbara Taylor,Europe,France,Individual,Champions,1596.44,1760.59,1760.59,7.0,125.7564285714286,48.0,2026-06-27,2025-01-17,0.001,0,Sports & Outdoors,Board Game Set,0.7829,Online,17.0,1.5,6.0,212.0,5.0,1,Low Risk,Platinum
C100029,Michael Lee,North America,Canada,Individual,Regular Customers,603.26,1029.92,1029.92,5.0,171.65333333333334,72.0,2026-06-03,2022-07-25,0.0195,0,Home & Kitchen,Espresso Machine,0.8973,Marketplace,16.0,1.0,5.0,323.0,8.0,0,Low Risk,Gold
C100030,Yuki Smith,APAC,Japan,Small Business,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,1195.0,,2023-05-07,0.9978,1,,Yoga Mat,0.0045,In-Store,16.0,1.0,1.0,,3.0,1,High Risk,Bronze
C100031,Linda Thomas,North America,USA,Individual,Regular Customers,877.4,269.97,269.97,1.0,269.97,103.0,2026-05-03,2025-11-20,0.0024,0,Electronics,4K Smart TV 55in,0.9821,Online,15.0,2.0,1.0,355.0,13.0,1,Low Risk,Gold
C100032,Layla Perez,North America,Mexico,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,324.0,,2025-09-24,0.9928,1,,Yoga Mat,0.0045,In-Store,14.0,2.3524457602403785,0.0,,3.0,1,High Risk,Bronze
C100033,Jessica Thompson,Latin America,Chile,Individual,Loyal High-Value,219.48,249.99,249.99,1.0,249.99,337.0,2025-09-11,2023-11-14,0.105,0,Home & Kitchen,Cookware Set,0.74,In-Store,12.0,4.0,1.0,555.0,15.0,0,Low Risk,Silver
C100034,Lucas Martin,Latin America,Argentina,Individual,New / Occasional,575.29,629.94,629.94,3.0,104.99,73.0,2026-06-02,2025-02-05,0.0145,0,Home & Kitchen,Skincare Set,0.7826,Online,13.0,1.0,3.0,334.0,10.0,1,Low Risk,Gold
C100035,Elizabeth Davis,Middle East,Saudi Arabia,Enterprise,Regular Customers,106.15,134.97,134.97,1.0,67.485,108.0,2026-04-28,2024-11-24,0.0085,0,Electronics,Kids Building Blocks,0.8601,B2B Direct,17.0,3.0,4.0,355.0,13.0,0,Low Risk,Bronze
C100036,Barbara Robinson,North America,Canada,Individual,New / Occasional,305.59,654.94,654.94,2.0,163.735,113.0,2026-04-23,2023-08-06,0.1237,0,Sports & Outdoors,Kids Building Blocks,0.8265,Online,11.0,2.3524457602403785,0.0,344.0,11.0,1,Low Risk,Silver
C100037,Wei Johnson,North America,Canada,Individual,Loyal High-Value,439.16,769.93,769.9300000000001,4.0,153.98600000000002,45.0,2026-06-30,2022-08-15,0.0003,0,Apparel,Winter Jacket,0.7396,Online,16.0,4.0,1.0,233.0,8.0,1,Low Risk,Silver
C100038,Michael Young,APAC,Australia,Individual,New / Occasional,67.83,124.98,124.98,2.0,62.49,76.0,2026-05-30,2021-05-14,0.0561,0,Apparel,Board Game Set,0.8551,Online,11.0,2.3524457602403785,0.0,345.0,12.0,1,Low Risk,Bronze
C100039,Ananya Jackson,Europe,Netherlands,Individual,New / Occasional,19.24,40.49,40.49,1.0,40.49,810.0,2024-05-26,2022-02-25,0.9987,1,Toys & Games,Board Game Set,0.9414,Online,2.0,1.0,2.0,555.0,15.0,1,High Risk,Bronze
C100040,Lucas Gonzalez,North America,Mexico,Individual,New / Occasional,276.21,975.92,975.92,4.0,121.99,51.0,2026-06-24,2021-08-01,0.0089,0,Home & Kitchen,Skincare Set,0.7668,Online,11.0,2.3524457602403785,0.0,233.0,8.0,1,Low Risk,Silver
C100041,Ethan White,Europe,Netherlands,Individual,New / Occasional,366.42,543.94,543.94,4.0,108.788,226.0,2025-12-31,2023-06-19,0.9238,1,Apparel,Running Shoes,0.7698,Online,9.0,1.75,4.0,534.0,12.0,1,High Risk,Silver
C100042,Wei Martinez,North America,Canada,Individual,New / Occasional,420.93,1197.4,1197.4,5.0,133.04444444444445,249.0,2025-12-08,2022-04-27,0.9763,1,Home & Kitchen,Cookware Set,0.7776,Online,6.0,1.5,4.0,522.0,9.0,1,High Risk,Silver
C100043,David Jones,Latin America,Brazil,Individual,Loyal High-Value,1275.83,3480.78,3480.78,12.0,174.039,23.0,2026-07-22,2021-12-14,0.0005,0,Electronics,Kids Building Blocks,0.8521,Online,13.0,5.0,1.0,111.0,3.0,1,Low Risk,Platinum
C100044,Karen Clark,North America,Canada,Small Business,New / Occasional,1098.02,3585.81,3585.81,8.0,256.1292857142857,248.0,2025-12-09,2021-06-15,0.9803,1,Electronics,Smart Watch,0.7338,Online,7.0,2.0,1.0,511.0,7.0,1,High Risk,Platinum
C100045,Richard Harris,APAC,Japan,Individual,Loyal High-Value,167.01,424.96,424.96,2.0,106.24,382.0,2025-07-28,2023-07-26,0.9544,1,Home & Kitchen,Board Game Set,0.8682,Online,3.0,4.0,1.0,544.0,13.0,0,High Risk,Silver
C100046,Carlos Miller,North America,USA,Small Business,New / Occasional,202.79,414.95,414.95,4.0,82.99,131.0,2026-04-05,2021-12-14,0.4564,0,Electronics,Kids Building Blocks,0.875,Online,8.0,2.3524457602403785,0.0,434.0,11.0,1,Medium Risk,Silver
C100047,Diego Clark,Europe,Germany,Individual,Regular Customers,515.51,822.44,822.44,5.0,137.07333333333335,358.0,2025-08-21,2023-04-29,0.9425,1,Electronics,Board Game Set,0.821,Online,19.0,1.0,3.0,523.0,10.0,1,High Risk,Gold
C100048,Sarah Lee,Europe,France,Small Business,Regular Customers,955.21,2601.86,2601.86,7.0,216.8216666666667,48.0,2026-06-27,2022-02-02,0.0059,0,Sports & Outdoors,Standing Desk,0.7186,Online,18.0,2.0,1.0,211.0,4.0,1,Low Risk,Platinum
C100049,Yuki Ramirez,North America,Canada,Individual,New / Occasional,358.79,821.92,821.9200000000001,5.0,102.74,159.0,2026-03-08,2022-08-06,0.1549,0,Home & Kitchen,Cookware Set,0.7597,Online,11.0,2.3524457602403785,0.0,423.0,9.0,1,Low Risk,Silver
C100050,Karen Lee,Latin America,Chile,Individual,New / Occasional,491.32,1408.16,1408.16,4.0,156.46222222222224,66.0,2026-06-09,2022-12-27,0.0186,0,Sports & Outdoors,Skincare Set,0.6729,Online,5.0,3.0,2.0,232.0,7.0,1,Low Risk,Gold
C100051,William Lee,APAC,Singapore,Individual,Regular Customers,575.66,372.96,372.96,4.0,93.24,171.0,2026-02-24,2024-12-29,0.0122,0,Furniture,Skincare Set,0.8056,In-Store,25.0,3.0,1.0,434.0,11.0,1,Low Risk,Gold
C100052,Lucas Clark,Latin America,Brazil,Individual,Regular Customers,55.53,34.99,34.99,1.0,34.99,278.0,2025-11-09,2025-05-20,0.046,0,Toys & Games,Kids Building Blocks,0.9455,Online,15.0,3.0,1.0,555.0,15.0,0,Low Risk,Bronze
C100053,Noah Anderson,Middle East,Qatar,Individual,New / Occasional,764.47,1422.36,1422.36,5.0,118.53000000000002,65.0,2026-06-10,2024-05-29,0.006,0,Sports & Outdoors,Yoga Mat,0.7169,In-Store,9.0,2.0,1.0,222.0,6.0,1,Low Risk,Gold
C100054,Fatima Jones,Europe,Spain,Individual,Regular Customers,355.17,793.38,793.38,6.0,99.1725,57.0,2026-06-18,2021-11-04,0.0022,0,Electronics,Perfume,0.7707,Online,23.0,2.0,1.0,223.0,7.0,1,Low Risk,Silver
C100055,Omar Taylor,Latin America,Argentina,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,1061.0,,2023-09-18,0.996,1,,Yoga Mat,0.0045,Online,1.0,4.0,1.0,,3.0,1,High Risk,Bronze
C100056,Fatima Davis,North America,USA,Individual,Regular Customers,182.6,439.94,439.94000000000005,2.0,109.985,71.0,2026-06-04,2023-03-09,0.0418,0,Electronics,Board Game Set,0.8682,Online,16.0,2.3524457602403785,0.0,344.0,11.0,0,Low Risk,Silver
C100057,Layla White,North America,Canada,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,331.0,,2025-09-17,0.5828,1,,Yoga Mat,0.0045,In-Store,2.0,3.0,1.0,,3.0,0,Medium Risk,Bronze
C100058,Yuki Moore,North America,Canada,Small Business,New / Occasional,372.22,714.97,714.97,2.0,238.32333333333327,94.0,2026-05-12,2022-12-20,0.0709,0,Electronics,Smart Watch,0.8761,Online,1.0,2.3524457602403785,0.0,343.0,10.0,1,Low Risk,Silver
C100059,Noah Jones,North America,USA,Individual,New / Occasional,1300.31,3049.87,3049.87,8.0,277.2609090909091,408.0,2025-07-02,2022-04-11,0.9514,1,Furniture,Smart Watch,0.6973,Online,8.0,1.0,1.0,511.0,7.0,1,High Risk,Platinum
C100060,Omar Thomas,Europe,Netherlands,Individual,Champions,756.81,1987.85,1987.85,10.0,141.98928571428573,15.0,2026-07-30,2021-04-09,0.0008,0,Furniture,Espresso Machine,0.6975,Online,8.0,2.3524457602403785,0.0,111.0,3.0,1,Low Risk,Gold
C100061,Ava Lee,North America,USA,Individual,Regular Customers,454.35,609.97,609.97,2.0,203.32333333333327,270.0,2025-11-17,2024-06-19,0.9833,1,Furniture,Perfume,0.8733,Online,14.0,1.6,5.0,544.0,13.0,1,High Risk,Silver
C100062,John Lopez,Middle East,Qatar,Individual,Champions,895.46,2353.37,2353.37,9.0,181.0284615384616,95.0,2026-05-11,2021-06-07,0.0015,0,Furniture,Winter Jacket,0.6917,In-Store,12.0,1.5,2.0,311.0,5.0,1,Low Risk,Gold
C100063,Amara Taylor,Europe,UK,Individual,Regular Customers,427.38,680.95,680.95,5.0,136.19,427.0,2025-06-13,2022-09-02,0.9524,1,Furniture,Skincare Set,0.7312,Online,16.0,2.5,2.0,523.0,10.0,1,High Risk,Silver
C100064,Diego King,North America,USA,Small Business,Regular Customers,795.33,1373.42,1373.42,5.0,228.9033333333333,120.0,2026-04-16,2022-07-08,0.0084,0,Furniture,Standing Desk,0.9558,Online,14.0,2.3524457602403785,0.0,322.0,7.0,1,Low Risk,Gold
C100065,Priya Hernandez,Europe,France,Individual,New / Occasional,418.67,653.71,653.71,4.0,163.4275,432.0,2025-06-08,2022-10-13,0.9419,1,Sports & Outdoors,Kids Building Blocks,0.797,Online,10.0,3.0,1.0,534.0,12.0,1,High Risk,Silver
C100066,Mia Hernandez,North America,Canada,Individual,Regular Customers,365.05,381.95,381.95,1.0,95.4875,82.0,2026-05-24,2025-12-24,0.0097,0,Electronics,Wireless Earbuds Pro,0.8085,In-Store,30.0,2.3524457602403785,0.0,354.0,12.0,0,Low Risk,Silver
C100067,Yuki Ramirez,Middle East,Qatar,Individual,Loyal High-Value,401.01,591.46,591.46,3.0,147.865,128.0,2026-04-08,2023-07-09,0.0355,0,Sports & Outdoors,Board Game Set,0.8616,Online,17.0,3.5,2.0,434.0,11.0,0,Low Risk,Silver
C100068,Elizabeth Robinson,North America,USA,Individual,Champions,758.47,2127.58,2127.58,10.0,132.97375,34.0,2026-07-11,2021-08-15,0.0008,0,Electronics,Running Shoes,0.6824,In-Store,4.0,3.0,1.0,211.0,4.0,1,Low Risk,Gold
C100069,Noah Wilson,Latin America,Argentina,Small Business,Loyal High-Value,314.37,614.95,614.95,4.0,122.99,102.0,2026-05-04,2022-02-27,0.0219,0,Furniture,Office Chair,0.7902,In-Store,11.0,5.0,1.0,334.0,10.0,1,Low Risk,Silver
C100070,Barbara Lee,APAC,Japan,Small Business,New / Occasional,410.13,628.97,628.97,2.0,209.65666666666667,241.0,2025-12-16,2024-01-01,0.9662,1,Electronics,Smart Watch,0.857,Online,4.0,1.3333333333333333,3.0,544.0,13.0,1,High Risk,Silver
C100071,Amara Young,North America,Canada,Individual,Regular Customers,306.37,844.97,844.97,2.0,281.6566666666667,313.0,2025-10-05,2021-08-31,0.9737,1,Electronics,Board Game Set,0.8037,In-Store,15.0,2.0,2.0,543.0,12.0,1,High Risk,Silver
C100072,Ava Clark,North America,USA,Individual,Regular Customers,540.7,1453.86,1453.86,7.0,121.155,296.0,2025-10-22,2022-06-14,0.0549,0,Furniture,Kids Building Blocks,0.7982,Online,18.0,3.0,1.0,512.0,8.0,1,Low Risk,Gold
C100073,Charles Davis,Middle East,Saudi Arabia,Individual,Champions,1310.0,1104.92,1104.92,3.0,184.1533333333333,8.0,2026-08-06,2025-06-01,0.0007,0,Electronics,4K Smart TV 55in,0.9618,Online,8.0,2.3524457602403785,0.0,133.0,7.0,1,Low Risk,Platinum
C100074,Charles King,APAC,Singapore,Individual,Regular Customers,700.19,1057.92,1057.92,5.0,132.24,48.0,2026-06-27,2023-12-05,0.0017,0,Furniture,Office Chair,0.8044,Marketplace,14.0,2.3524457602403785,0.0,223.0,7.0,1,Low Risk,Gold
C100075,Amara Lee,APAC,India,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,556.0,,2025-02-04,0.9993,1,,Yoga Mat,0.0045,B2B Direct,9.0,1.5,2.0,,3.0,1,High Risk,Bronze
C100076,Mary Lewis,APAC,Australia,Individual,Champions,654.83,1345.85,1345.85,11.0,96.13214285714288,102.0,2026-05-04,2022-01-06,0.0218,0,Furniture,Air Fryer,0.8104,Online,8.0,2.3524457602403785,0.0,312.0,6.0,1,Low Risk,Gold
C100077,Omar Thomas,North America,USA,Individual,Regular Customers,319.17,64.99,64.99,1.0,64.99,76.0,2026-05-30,2026-02-22,0.0014,0,Apparel,Running Shoes,0.9159,Marketplace,20.0,2.3524457602403785,0.0,355.0,13.0,0,Low Risk,Silver
C100078,Mia Brown,Europe,UK,Individual,Champions,835.79,1311.41,1311.41,6.0,187.3442857142857,11.0,2026-08-03,2022-10-14,0.001,0,Furniture,Standing Desk,0.9452,Online,22.0,2.5,2.0,122.0,5.0,0,Low Risk,Gold
C100079,Noah Harris,North America,Canada,Individual,New / Occasional,927.88,2227.39,2227.39,6.0,202.49,79.0,2026-05-27,2022-11-20,0.0077,0,Electronics,Office Chair,0.7088,Online,6.0,2.6666666666666665,3.0,321.0,6.0,1,Low Risk,Platinum
C100080,Diego Jones,Middle East,Saudi Arabia,Small Business,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,1318.0,,2023-01-04,0.9976,1,,Yoga Mat,0.0045,Online,14.0,2.3524457602403785,0.0,,3.0,1,High Risk,Bronze
C100081,Barbara Jackson,APAC,Australia,Individual,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,101.0,,2026-05-05,0.0026,0,,Yoga Mat,0.0045,Online,18.0,2.0,1.0,,3.0,1,Low Risk,Bronze
C100082,Karen Garcia,North America,USA,Small Business,New / Occasional,29.01,59.98,59.98,1.0,59.98,447.0,2025-05-24,2021-04-02,0.9986,1,Sports & Outdoors,Mountain Bike,0.2169,Marketplace,5.0,2.3524457602403785,0.0,555.0,15.0,0,High Risk,Bronze
C100083,Layla Robinson,North America,Canada,Individual,Regular Customers,561.86,689.95,689.95,4.0,137.99,113.0,2026-04-23,2023-11-12,0.0739,0,Furniture,Kids Building Blocks,0.821,Online,15.0,2.3524457602403785,0.0,333.0,9.0,1,Low Risk,Gold
C100084,David Ramirez,North America,USA,Individual,Loyal High-Value,110.27,439.96,439.96,2.0,146.65333333333334,1130.0,2023-07-11,2021-06-21,0.9891,1,Home & Kitchen,Winter Jacket,0.7951,Online,5.0,4.0,1.0,544.0,13.0,1,High Risk,Bronze
C100085,Mary Gonzalez,North America,USA,Small Business,Lost / Dormant,0.0,0.0,0.0,0.0,0.0,424.0,,2025-06-16,0.9989,1,,Yoga Mat,0.0045,In-Store,13.0,2.3524457602403785,0.0,,3.0,1,High Risk,Bronze
C100086,Chen Williams,APAC,Japan,Small Business,New / Occasional,982.92,1004.93,1004.93,4.0,200.986,97.0,2026-05-09,2024-04-30,0.0353,0,Electronics,Kids Building Blocks,0.7653,Marketplace,5.0,2.3524457602403785,0.0,333.0,9.0,1,Low Risk,Platinum
C100087,Noah Brown,APAC,Australia,Individual,Champions,1491.53,2229.76,2229.76,11.0,123.87555555555554,25.0,2026-07-20,2024-01-06,0.0004,0,Furniture,Running Shoes,0.7359,Online,4.0,3.5,2.0,111.0,3.0,0,Low Risk,Platinum
C100088,Ananya Martinez,Middle East,Kuwait,Individual,New / Occasional,680.82,657.96,657.96,3.0,164.49,77.0,2026-05-29,2024-07-28,0.0775,0,Sports & Outdoors,Espresso Machine,0.8482,Online,10.0,2.0,1.0,334.0,10.0,1,Low Risk,Gold
C100089,Charles Garcia,Europe,Netherlands,Small Business,Regular Customers,2161.13,2099.95,2099.95,4.0,419.99,255.0,2025-12-02,2024-10-19,0.8867,1,Electronics,Smart Watch,0.6631,Online,14.0,2.3524457602403785,0.0,531.0,9.0,1,High Risk,Platinum
C100090,Susan Smith,North America,Canada,Individual,Champions,675.58,2604.8,2604.8,7.0,173.65333333333334,21.0,2026-07-24,2021-06-28,0.0032,0,Electronics,Espresso Machine,0.7428,Online,17.0,2.3524457602403785,0.0,111.0,3.0,0,Low Risk,Gold
C100091,Thomas Smith,APAC,Japan,Individual,Regular Customers,535.17,1338.86,1338.86,7.0,133.886,168.0,2026-02-27,2021-08-26,0.2433,0,Electronics,Wireless Earbuds Pro,0.7048,Online,17.0,2.3524457602403785,0.0,412.0,7.0,1,Low Risk,Gold
C100092,John Miller,APAC,South Korea,Small Business,Loyal High-Value,608.6,730.93,730.9300000000001,5.0,104.41857142857144,33.0,2026-07-12,2024-03-04,0.0037,0,Furniture,Standing Desk,0.8,Online,6.0,3.0,1.0,223.0,7.0,0,Low Risk,Gold
C100093,Ananya Thomas,Europe,Netherlands,Individual,New / Occasional,272.74,499.93,499.93,4.0,83.32166666666667,246.0,2025-12-11,2023-05-27,0.9599,1,Apparel,Board Game Set,0.8862,Online,9.0,2.0,2.0,534.0,12.0,0,High Risk,Silver
C100094,Wei White,APAC,South Korea,Individual,New / Occasional,996.06,1669.95,1669.95,2.0,556.65,120.0,2026-04-16,2023-06-21,0.0501,0,Sports & Outdoors,Cookware Set,0.7404,Online,13.0,2.0,1.0,342.0,9.0,1,Low Risk,Platinum
C100095,Lucas Brown,Europe,Spain,Individual,New / Occasional,379.65,969.4,969.4,6.0,107.71111111111112,140.0,2026-03-27,2021-10-07,0.1715,0,Furniture,Office Chair,0.804,Online,7.0,2.3524457602403785,0.0,423.0,9.0,1,Low Risk,Silver
C100096,Karen Thomas,Europe,UK,Individual,New / Occasional,48.93,59.99,59.99,1.0,59.99,431.0,2025-06-09,2023-11-09,0.9747,1,Beauty,Perfume,0.9256,Online,1.0,1.6666666666666667,3.0,555.0,15.0,0,High Risk,Bronze
C100097,Chen Miller,Europe,Netherlands,Individual,Champions,2464.02,1434.91,1434.91,5.0,204.98714285714289,17.0,2026-07-28,2025-06-07,0.0004,0,Furniture,Cookware Set,0.6414,Online,31.0,1.5,2.0,122.0,5.0,1,Low Risk,Platinum
C100098,Hiroshi Harris,North America,Mexico,Individual,New / Occasional,745.08,1430.96,1430.96,2.0,476.9866666666667,145.0,2026-03-22,2023-01-10,0.2345,0,Electronics,Cookware Set,0.829,Online,8.0,1.0,2.0,442.0,10.0,0,Low Risk,Gold
C100099,Charles Anderson,North America,Mexico,Individual,New / Occasional,560.86,1644.89,1644.89,5.0,205.61125,465.0,2025-05-06,2022-01-06,0.9472,1,Home & Kitchen,Winter Jacket,0.6946,Online,10.0,2.0,3.0,522.0,9.0,0,High Risk,Gold
C100100,Chen Rodriguez,North America,Mexico,Individual,Regular Customers,686.64,199.99,199.99,1.0,199.99,100.0,2026-05-06,2025-12-06,0.0022,0,Electronics,4K Smart TV 55in,0.977,B2B Direct,16.0,2.3524457602403785,0.0,355.0,13.0,0,Low Risk,Gold
